sample,trans_sum,DNA_Transposase,biofilm_sum,DNA_Biofilm,defense_sum,DNA_Defense,toxin_sum,toxin_prop,CAZenzyme_sum_cov,DNA_CAZenzyme,secretory_CAZenzyme_sum_cov,DNA_sect_CAZ,peptidase_sum_cov,DNA_peptidase,secretory_peptidase_sum_cov,DNA_sect_pep,station,lower_filter_size,Ocean_DNA,Ocean,Depth,Longitude,Latitude,Salinity_PSU,Temperature,Oxygen_DNA,WATERMASS,Basin,Sequencing_depth_Gbp
SRR3968777,5613035.3230820475,0.001585603198610748,763154.7851310382,0.00021558044777712941,42558747.0,0.012022244915254237,6221101.0,0.001757373163841808,85883342.0,0.02426083107344633,11455578.0,0.0032360389830508474,123774890.0,0.034964658192090395,38677984.0,0.01092598418079096,7,0.2,North Atlantic,Atlantic,-4005,-23.45,21.51,34.8951,2.0182,228.6143,NADW,Canary basin,3.54
SRR3968770,9191555.327833606,0.002656518880876765,735789.1266540338,0.0002126558169520329,28192446.0,0.008148105780346821,3319896.0,0.0009595075144508671,52841615.0,0.015272143063583815,10055890.0,0.002906326589595376,56656146.0,0.016374608670520232,19274236.0,0.005570588439306358,7,0.8,North Atlantic,Atlantic,-4005,-23.45,21.51,34.8951,2.0182,228.6143,NADW,Canary basin,3.46
SRR3967905,3344450.306587406,0.001647512466299215,308616.24232993333,0.00015202770558124797,15804020.0,0.007785231527093597,2461771.0,0.0012126950738916259,31012634.0,0.015277159605911332,6359983.0,0.0031329965517241385,32614856.0,0.016066431527093597,10621731.0,0.005232379802955666,10,0.8,North Atlantic,Atlantic,-4002,-26,14.52,34.8948,2.0429,216.9404,NADW,Canary basin,2.03
SRR3968061,1745040.3393977894,0.0011480528548669668,293658.3434210799,0.00019319627856649994,17821995.0,0.011724996710526316,2564328.0,0.0016870578947368422,38295602.0,0.025194475,5953895.0,0.003917036184210527,54474507.0,0.03583849144736842,18406456.0,0.01210951052631579,10,0.2,North Atlantic,Atlantic,-4002,-26,14.52,34.8948,2.0429,216.9404,NADW,Canary basin,1.52
SRR3968063,11069913.294891188,0.0032558568514385847,1500986.8697052249,0.0004414667263838897,58501432.0,0.017206303529411764,6893396.0,0.0020274694117647057,104213973.0,0.030651168529411764,18564870.0,0.005460255882352941,129424821.0,0.03806612382352941,47850663.0,0.014073724411764707,13,0.8,North Atlantic,Atlantic,-4003,-26,7.33,34.8901,2.0165,231.2535,NADW,Canary basin,3.4
SRR3968062,6794884.643095004,0.0019413956123128585,988201.5690772142,0.0002823433054506326,47989388.0,0.013711253714285714,6256335.0,0.0017875242857142858,92611569.0,0.026460448285714287,14843959.0,0.004241131142857143,122571799.0,0.035020514,42115621.0,0.012033034571428571,13,0.2,North Atlantic,Atlantic,-4003,-26,7.33,34.8901,2.0165,231.2535,NADW,Canary basin,3.5
SRR3968060,9414027.108260335,0.0029697246398297586,682436.6604827859,0.00021527970362232994,31523656.0,0.00994437097791798,3955659.0,0.0012478419558359622,55682468.0,0.01756544731861199,10275878.0,0.0032416018927444797,56724986.0,0.01789431735015773,18927226.0,0.0059707337539432175,17,0.8,South Atlantic,Atlantic,-4002,-27.33,-3.03,34.8676,1.7369,236.0128,NADW,Brazil basin,3.17
SRR3967700,3836007.939588683,0.000978573453976705,442369.80006748217,0.00011284943879272504,23768503.0,0.00606339362244898,3362333.0,0.0008577380102040816,46375056.0,0.01183037142857143,6577240.0,0.0016778673469387754,62137978.0,0.015851525,19386694.0,0.004945585204081632,17,0.2,South Atlantic,Atlantic,-4002,-27.33,-3.03,34.8676,1.7369,236.0128,NADW,Brazil basin,3.92
SRR3967699,7993529.829876114,0.0030982673759209745,617668.0837702564,0.0002394062340194792,25503129.0,0.009884933720930232,2994272.0,0.001160570542635659,47769511.0,0.018515314341085273,9102022.0,0.003527915503875969,49331539.0,0.0191207515503876,16606671.0,0.006436694186046511,20,0.8,South Atlantic,Atlantic,-4001,-30.19,-9.12,34.8447,1.5802,227.6145,NADW,Brazil basin,2.58
SRR3967690,6423823.485604012,0.0017647866718692343,882471.0700021329,0.0002424371071434431,44289053.0,0.012167322252747253,6527164.0,0.0017931769230769231,86446154.0,0.023748943406593406,11249097.0,0.0030904112637362637,117867536.0,0.03238119120879121,35254782.0,0.009685379670329671,20,0.2,South Atlantic,Atlantic,-4001,-30.19,-9.12,34.8447,1.5802,227.6145,NADW,Brazil basin,3.64
SRR3967558,10728073.648131873,0.002530206049087706,638905.4024546108,0.00015068523642797424,32398496.0,0.007641154716981132,3934155.0,0.0009278667452830188,61393126.0,0.014479510849056604,11666245.0,0.0027514728773584906,66047932.0,0.01557734245283019,21048053.0,0.004964163443396227,23,0.8,South Atlantic,Atlantic,-4003,-33.41,-15.83,34.8269,1.4542,223.0178,NADW,Brazil basin,4.24
SRR3967319,7568750.867991539,0.0014899115881873107,970114.4021538972,0.00019096740199879867,56482645.0,0.01111863090551181,7776619.0,0.0015308305118110236,114172172.0,0.022474837007874015,13850570.0,0.002726490157480315,159736963.0,0.03144428405511811,44388502.0,0.00873789409448819,23,0.2,South Atlantic,Atlantic,-4003,-33.41,-15.83,34.8269,1.4542,223.0178,NADW,Brazil basin,5.08
SRR3967025,7913214.118943667,0.002334281451015831,752929.3276020143,0.0002221030464902697,36284993.0,0.010703537758112095,5500934.0,0.0016226943952802359,67011135.0,0.01976729646017699,13318709.0,0.003928822713864306,69203231.0,0.02041393244837758,23234638.0,0.006853875516224189,26,0.8,South Atlantic,Atlantic,-3907,-36.95,-22.97,34.7347,0.5836,208.8818,WSDW,Brazil basin,3.39
SRR3966130,5434458.864579731,0.0016982683951811657,915415.2090698103,0.00028606725283431575,44480502.0,0.013900156875,5922560.0,0.0018508,85621010.0,0.026756565625,13876783.0,0.0043364946875,113143133.0,0.0353572290625,38422855.0,0.0120071421875,26,0.2,South Atlantic,Atlantic,-3907,-36.95,-22.97,34.7347,0.5836,208.8818,WSDW,Brazil basin,3.2
SRR3965676,5687839.233300522,0.0018056632486668325,941487.0006498791,0.00029888476211107273,31257379.0,0.00992297746031746,4017867.0,0.0012755133333333334,53554046.0,0.017001284444444445,9640016.0,0.00306032253968254,61554402.0,0.01954108,21023856.0,0.00667424,32,0.8,South Atlantic,Atlantic,-3199,-21.43,-26.91,34.9003,2.2513,230.776,NADW,Brazil basin,3.15
SRR3965592,4944033.954957459,0.001594849662889503,1304186.546719023,0.00042070533765129777,43780192.0,0.014122642580645162,5242639.0,0.001691173870967742,80953265.0,0.026113956451612904,11774777.0,0.0037983151612903227,109776303.0,0.03541171064516129,33657513.0,0.010857262258064515,32,0.2,South Atlantic,Atlantic,-3199,-21.43,-26.91,34.9003,2.2513,230.776,NADW,Brazil basin,3.1
SRR3965875,5919459.154881164,0.0018851780748029186,875277.5310494995,0.0002787508060667196,27318442.0,0.00870014076433121,3394484.0,0.0010810458598726114,49508225.0,0.015766950636942674,9204421.0,0.0029313442675159237,53920558.0,0.017172152229299364,17991846.0,0.005729887261146497,35,0.8,South Atlantic,Atlantic,-3662,-11.8,-28.62,34.8613,2.0761,220.6555,NADW,Out of basins,3.14
SRR3965874,3291855.6900422066,0.0013273611653395994,942227.7548828931,0.0003799305463237472,34286094.0,0.013825037903225807,4035390.0,0.0016271733870967741,68095200.0,0.02745774193548387,10125951.0,0.004083044758064516,89791614.0,0.036206295967741935,28137426.0,0.01134573629032258,35,0.2,South Atlantic,Atlantic,-3662,-11.8,-28.62,34.8613,2.0761,220.6555,NADW,Out of basins,2.48
SRR3965647,1970761.7726717216,0.0014707177407997922,287862.0464054414,0.00021482242269062793,12737958.0,0.009505938805970148,1452127.0,0.0010836768656716418,26940013.0,0.020104487313432836,4433529.0,0.0033086037313432835,26951028.0,0.020112707462686567,8337161.0,0.006221761940298508,41,0.8,South Atlantic,Atlantic,-4001,6.84,-31.81,34.8047,1.4922,205.7978,NADW,Agulhas-Cape basin,1.34
SRR3965758,3663616.224128489,0.0011377690137044996,1055344.7917874416,0.00032774682974765266,45035907.0,0.01398630652173913,6052099.0,0.001879533850931677,91561824.0,0.02843534906832298,13405854.0,0.004163308695652174,125433850.0,0.03895461180124224,41060281.0,0.012751640062111802,41,0.2,South Atlantic,Atlantic,-4001,6.84,-31.81,34.8047,1.4922,205.7978,NADW,Agulhas-Cape basin,3.22
SRR3965809,4043870.12352099,0.0016438496437077195,407919.66850033967,0.00016582100345542263,23539972.0,0.00956909430894309,2627844.0,0.001068229268292683,54763772.0,0.02226169593495935,9062852.0,0.0036840861788617887,50979776.0,0.02072348617886179,15239665.0,0.006194985772357724,43,0.8,South Atlantic,Atlantic,-3900,12.7692,-32.8128,34.7503,0.9196,199.2961,WSDW,Agulhas-Cape basin,2.46
SRR3965873,3565867.7303515817,0.0010518783865343898,844909.6377396091,0.00024923588133911773,46993909.0,0.013862510029498525,6782076.0,0.002000612389380531,98788933.0,0.029141278171091446,15933659.0,0.004700194395280236,137416416.0,0.040535815929203536,47311623.0,0.013956230973451328,43,0.2,South Atlantic,Atlantic,-3900,12.7692,-32.8128,34.7503,0.9196,199.2961,WSDW,Agulhas-Cape basin,3.39
SRR3965585,3604425.6390657774,0.001217711364549249,300695.8094176515,0.00010158642210055794,16656684.0,0.005627258108108108,2708189.0,0.0009149287162162162,37393158.0,0.012632823648648648,8373205.0,0.002828785472972973,35147968.0,0.011874313513513514,12361943.0,0.004176332094594595,50,0.8,Indian Ocean,Indian,-4002,39.89,-33.55,34.7402,0.851,199.1923,WSDW,Agulhas-Cape basin,2.96
SRR3965586,3778397.5009336206,0.0012149188105895887,1028874.8706391101,0.0003308279326813859,49338142.0,0.015864354340836013,6413278.0,0.002062147266881029,91187280.0,0.02932066881028939,16464483.0,0.005294045980707395,125951607.0,0.040498909003215434,53443036.0,0.017184255948553055,50,0.2,Indian Ocean,Indian,-4002,39.89,-33.55,34.7402,0.851,199.1923,WSDW,Agulhas-Cape basin,3.11
SRR3964650,6545558.847158573,0.0018182107908773814,820209.4861829744,0.00022783596838415955,35684654.0,0.009912403888888888,5787220.0,0.0016075611111111112,75342806.0,0.020928557222222224,12580894.0,0.0034946927777777777,73477143.0,0.0204103175,24012983.0,0.006670273055555556,53,0.8,Indian Ocean,Indian,-3500,63.2478,-27.9783,34.7241,1.3208,164.9308,CDW,Madagascar basin,3.6
SRR3963982,5976285.102191159,0.0017423571726504835,1472845.4457502454,0.0004294010045919083,56982906.0,0.016613092128279883,6317502.0,0.0018418373177842566,104970557.0,0.030603660932944605,18778579.0,0.005474804373177843,131879850.0,0.038448935860058306,48108071.0,0.01402567667638484,53,0.2,Indian Ocean,Indian,-3500,63.2478,-27.9783,34.7241,1.3208,164.9308,CDW,Madagascar basin,3.43
SRR3963658,5450796.641504905,0.0016875531397848003,563599.5543720992,0.00017448902612139295,26972912.0,0.008350746749226007,3614395.0,0.0011190077399380804,57091763.0,0.01767546842105263,9272372.0,0.0028707034055727556,60348273.0,0.01868367585139319,17623068.0,0.005456058204334365,59,0.8,Indian Ocean,Indian,-4000,82.62,-29.81,34.7244,1.0745,176.0691,CDW,Mid Indian basin,3.23
SRR3963622,3354566.8274606448,0.0012154227635726973,844336.0525185968,0.0003059188596081872,37735771.0,0.013672380797101449,5311963.0,0.0019246242753623189,72302782.0,0.026196660144927535,11094646.0,0.004019799275362319,101715026.0,0.03685327028985507,35015676.0,0.012686839130434783,59,0.2,Indian Ocean,Indian,-4000,82.62,-29.81,34.7244,1.0745,176.0691,CDW,Mid Indian basin,2.76
SRR3963805,1274672.7984705498,0.0004098626361641639,152880.72026929673,4.915778786794107e-05,8825459.0,0.002837768167202572,1139933.0,0.0003665379421221865,18870665.0,0.006067737942122187,3080785.0,0.0009906061093247589,21075561.0,0.006776707717041801,6452612.0,0.0020747948553054662,62,0.8,Indian Ocean,Indian,-2400,92.9852,-29.6525,34.7266,1.8199,158.945,CDW,Out of basins,3.11
SRR3963804,1357960.9222656453,0.00033949023056641136,319229.59209373035,7.980739802343259e-05,23533738.0,0.0058834345,2888860.0,0.000722215,52408994.0,0.0131022485,6594018.0,0.0016485045,66934003.0,0.01673350075,21012641.0,0.00525316025,62,0.2,Indian Ocean,Indian,-2400,92.9852,-29.6525,34.7266,1.8199,158.945,CDW,Out of basins,4
SRR3963571,5158130.6938575385,0.0017544662224005232,495925.2272259105,0.00016868205007684032,26793994.0,0.009113603401360543,3972427.0,0.0013511656462585034,55010508.0,0.018711057142857142,10658522.0,0.003625347619047619,59152952.0,0.02012005170068027,19805613.0,0.00673660306122449,65,0.8,Indian Ocean,Indian,-4001,103.3075,-30.3327,34.7178,0.8069,186.0802,WSDW,South Australian basin,2.94
SRR3963457,5315039.391261689,0.0014482396161475993,1055646.3534357965,0.0002876420581568928,52924510.0,0.014420847411444141,8228502.0,0.00224209863760218,104563489.0,0.028491413896457766,15139752.0,0.004125273024523161,144050020.0,0.039250686648501364,48621307.0,0.013248312534059946,65,0.2,Indian Ocean,Indian,-4001,103.3075,-30.3327,34.7178,0.8069,186.0802,WSDW,South Australian basin,3.67
SRR3963498,4938470.548659801,0.001745042596699576,601230.5835417102,0.00021244896944936755,26056426.0,0.009207217667844523,3762203.0,0.0013294003533568905,51439925.0,0.018176651943462897,8799222.0,0.0031092657243816254,54000801.0,0.01908155512367491,16788645.0,0.0059323833922261485,67,0.8,Indian Ocean,Indian,-4004,110.18,-31.16,34.7202,0.9869,174.3169,CDW,South Australian basin,2.83
SRR3963458,3649535.2472453765,0.0012895884265884722,1221086.8518670734,0.00043147945295656307,45455985.0,0.016062185512367492,6167121.0,0.0021791946996466433,86594458.0,0.030598748409893992,13583044.0,0.004799662190812721,112764047.0,0.039845953003533566,38749903.0,0.013692545229681979,74,0.2,Indian Ocean,Indian,-3996,135.19,-39.23,34.722,0.9479,180.6806,CDW,South Australian basin,2.83
SRR3963599,3272592.55356562,0.0010455567263787924,473035.99415584886,0.00015112971059292297,22968656.0,0.00733822875399361,3144025.0,0.0010044808306709264,47465221.0,0.015164607348242811,10054099.0,0.0032121722044728433,51243621.0,0.01637176389776358,17174460.0,0.005487047923322684,77,0.8,Indian Ocean,Indian,-4001,150.41,-38.64,34.716,0.8366,179.3173,WSDW,South Australian basin,3.13
SRR3963456,4391050.554159279,0.0013722032981747746,562399.8956825305,0.00017574996740079077,28967052.0,0.00905220375,4088281.0,0.0012775878125,55141778.0,0.017231805625,10042738.0,0.003138355625,63077464.0,0.0197117075,20718710.0,0.006474596875,81,0.8,South Pacific,Pacific,-3501,179.1413,-28.4063,34.6818,1.5728,140.3662,CDW,Fiji basin,3.2
SRR3963449,3118835.02521734,0.0009282247098861131,687531.2763719503,0.00020462240368212807,39878022.0,0.011868458928571428,5861130.0,0.0017443839285714285,88981426.0,0.02648256726190476,13596924.0,0.004046703571428572,123930232.0,0.03688399761904762,43242619.0,0.012869827083333334,81,0.2,South Pacific,Pacific,-3501,179.1413,-28.4063,34.6818,1.5728,140.3662,CDW,Fiji basin,3.36
SRR3962777,6364896.756290738,0.0018943145108008146,713336.0865516696,0.00021230240671180645,41542186.0,0.012363745833333334,5075850.0,0.0015106696428571428,89894800.0,0.02675440476190476,12643441.0,0.003762928869047619,86899264.0,0.02586287619047619,24746221.0,0.0073649467261904765,82,0.8,South Pacific,Pacific,-2150,-179.52,-25.49,34.6456,2.0126,139.1121,CDW,Out of basins,3.36
SRR3962680,1747015.5290741434,0.0008691619547632556,464125.278538915,0.0002309080987755796,24457357.0,0.012167839303482588,3832617.0,0.001906774626865672,52285943.0,0.026012906965174134,7490350.0,0.0037265422885572144,74690259.0,0.0371593328358209,25956110.0,0.012913487562189057,82,0.2,South Pacific,Pacific,-2150,-179.52,-25.49,34.6456,2.0126,139.1121,CDW,Out of basins,2.01
SRR3962772,6323718.841389831,0.0024605909888676387,729895.6185716244,0.0002840060772652235,38867054.0,0.015123367315175096,5237390.0,0.0020378949416342412,78109745.0,0.030392896887159532,11481488.0,0.0044675050583657585,80615364.0,0.03136784591439689,25013417.0,0.009732847081712062,91,0.8,South Pacific,Pacific,-4018,-170.7407,-5.75,34.6955,1.1026,153.1939,CDW,Pacific basin,2.57
SRR3962773,5281827.995615324,0.0013474051009222765,1392288.0890022526,0.0003551755329087379,61730245.0,0.015747511479591837,8993007.0,0.00229413443877551,117611368.0,0.0300029,17977105.0,0.0045859961734693875,157013497.0,0.040054463520408166,54819224.0,0.013984495918367347,91,0.2,South Pacific,Pacific,-4018,-170.7407,-5.75,34.6955,1.1026,153.1939,CDW,Pacific basin,3.92
SRR3961936,6614517.189431554,0.0022048390631438514,1042841.5249052081,0.0003476138416350694,46242076.0,0.015414025333333333,6894630.0,0.00229821,88621866.0,0.029540622,13680353.0,0.004560117666666667,93774784.0,0.031258261333333336,30640789.0,0.010213596333333333,97,0.8,North Pacific,Pacific,-3818,-163.53,9.22,34.692,1.1537,142.4094,CDW,Pacific basin,3
SRR3962293,4867268.389114559,0.0012322198453454578,1873994.8919408296,0.00047442908656729864,66195193.0,0.01675827670886076,9972239.0,0.0025246174683544306,123190551.0,0.031187481265822783,19434115.0,0.004920029113924051,166002132.0,0.042025856202531645,60543698.0,0.015327518481012659,97,0.2,North Pacific,Pacific,-3818,-163.53,9.22,34.692,1.1537,142.4094,CDW,Pacific basin,3.95
SRR3962771,9545679.207458809,0.0023804686302889796,1326446.311653965,0.00033078461637255985,63418476.0,0.015815081296758106,11832871.0,0.0029508406483790524,122295404.0,0.03049760698254364,19043164.0,0.004748918703241896,130814485.0,0.03262206608478803,41858783.0,0.010438599251870325,103,0.8,North Pacific,Pacific,-4013,-150.3192,21.0638,34.6888,1.162,134.3429,CDW,Pacific basin,4.01
SRR3961935,4183141.8158343937,0.0012376159218444951,879478.0358513816,0.00026020060232289396,45895547.0,0.013578564201183432,6750268.0,0.0019971207100591714,89873564.0,0.026589811834319528,12337566.0,0.0036501674556213017,125776809.0,0.03721207366863905,40082707.0,0.011858789053254437,109,0.2,North Pacific,Pacific,-4004,-133.26,18.04,34.6897,1.1582,135.0573,CDW,Pacific basin,3.38
SRR3962508,5721768.179160272,0.002127051367717573,527778.8752221983,0.00019620032536141202,32906382.0,0.012232855762081784,4489023.0,0.0016687817843866171,69040438.0,0.02566559033457249,10112937.0,0.0037594561338289965,71566774.0,0.02660474869888476,21048839.0,0.007824847211895912,112,0.8,North Pacific,Pacific,-4002,-124.4738,15.9087,34.6897,1.1733,133.9248,CDW,Pacific basin,2.69
SRR3961906,2565892.9349669134,0.001115605623898658,514005.50077883864,0.00022348065251253854,32691971.0,0.014213900434782609,4845244.0,0.0021066278260869565,66019915.0,0.02870431086956522,9978349.0,0.004338412608695652,93465427.0,0.040637142173913045,32768330.0,0.0142471,112,0.2,North Pacific,Pacific,-4002,-124.4738,15.9087,34.6897,1.1733,133.9248,CDW,Pacific basin,2.3
SRR3961604,4869280.10279983,0.0015507261473884809,463648.91307107144,0.00014765888951308008,31165424.0,0.009925294267515924,4215872.0,0.0013426343949044586,67869949.0,0.021614633439490445,11174269.0,0.0035586843949044584,69602875.0,0.022166520700636943,20446100.0,0.006511496815286624,118,0.8,North Pacific,Pacific,-3103,-108.06,12,34.6805,1.4552,113.0293,CDW,Pacific basin,3.14
SRR3961047,2429178.9765407327,0.0007383522725047819,726146.1961545817,0.000220713129530268,42486712.0,0.012913894224924012,5815982.0,0.0017677756838905775,90203444.0,0.02741746018237082,13129462.0,0.003990717933130699,129738284.0,0.03943412887537994,48144169.0,0.014633486018237081,118,0.2,North Pacific,Pacific,-3103,-108.06,12,34.6805,1.4552,113.0293,CDW,Pacific basin,3.29
SRR3960684,9638827.35067866,0.0025432262138993826,1004197.6360673907,0.0002649597984346677,59227162.0,0.015627219525065964,6849006.0,0.0018071255936675462,136827236.0,0.03610217308707124,23361565.0,0.0061640013192612135,121738483.0,0.03212097176781003,41697415.0,0.011001956464379948,121,0.8,North Pacific,Pacific,-3008,-99.2462,10.0927,34.6755,1.6156,103.806,CDW,Guatemala basin,3.79
SRR3960579,3189503.1386201223,0.0008884409856880563,760734.752839359,0.00021190383087447325,42660158.0,0.011883052367688022,6118235.0,0.0017042437325905293,93690662.0,0.026097677437325904,13093266.0,0.00364714930362117,129036757.0,0.03594338635097493,43630435.0,0.012153324512534818,121,0.2,North Pacific,Pacific,-3008,-99.2462,10.0927,34.6755,1.6156,103.806,CDW,Guatemala basin,3.59
SRR3960581,9011688.990380151,0.0030548098272475087,941681.1618450449,0.0003192139531678118,47822082.0,0.016210875254237287,6587020.0,0.0022328881355932204,92354689.0,0.03130667423728813,14785796.0,0.005012134237288136,97625669.0,0.033093447118644065,32201177.0,0.010915653220338982,131,0.8,North Atlantic,Atlantic,-4003,-59.83,17.43,34.9004,1.9688,242.8925,NADW,North American basin,2.95
SRR3960580,16133490.391066903,0.0028404032378638914,1165330.9852531021,0.0002051639058544194,68828369.0,0.01211767059859155,10284624.0,0.0018106732394366197,131618577.0,0.023172284683098593,23227590.0,0.0040893644366197185,144787278.0,0.02549071795774648,46885532.0,0.008254495070422535,134,0.8,North Atlantic,Atlantic,-4003,-52.6367,19.9897,34.8889,1.9211,230.8888,NADW,North American basin,5.68
SRR3960575,8566451.1705731,0.0014519408763683222,1580211.8659749986,0.00026783251965677943,77555359.0,0.013144976101694916,10503745.0,0.0017802957627118645,153561371.0,0.02602735101694915,20786468.0,0.0035231301694915256,210449820.0,0.03566946101694915,64154875.0,0.010873707627118643,134,0.2,North Atlantic,Atlantic,-4003,-52.6367,19.9897,34.8889,1.9211,230.8888,NADW,North American basin,5.9
SRR3960576,11765383.83632296,0.0025356430681730516,1122801.023149198,0.0002419829791269823,56323469.0,0.012138678663793104,8499861.0,0.0018318665948275862,101293144.0,0.02183041896551724,17108990.0,0.003687282327586207,117764485.0,0.025380276939655173,38433777.0,0.008283141594827586,144,0.8,North Atlantic,Atlantic,-4003,-23.69,29.97,34.9071,2.1123,223.5273,NADW,Canary basin,4.64
SRR3960578,7659580.164786516,0.0016651261227796773,2000176.5162699863,0.0004348209817978231,77587431.0,0.016866832826086958,10369195.0,0.0022541728260869567,142295913.0,0.03093389413043478,24395968.0,0.005303471304347826,172394525.0,0.03747707065217391,63976231.0,0.013907876304347826,144,0.2,North Atlantic,Atlantic,-4003,-23.69,29.97,34.9071,2.1123,223.5273,NADW,Canary basin,4.6
SRR3960572,7175933.650298429,0.0017459692579801529,686059.3085457003,0.00016692440597218983,33270262.0,0.008094954257907542,4597871.0,0.001118703406326034,59457705.0,0.014466594890510947,10693319.0,0.0026017807785888073,63071690.0,0.015345909975669097,20279170.0,0.0049341046228710455,146,0.8,North Atlantic,Atlantic,-4002,-17.2662,32.0788,34.9058,2.0997,221.5695,NADW,Canary basin,4.11
SRR3960577,7401211.515144445,0.0015451381033704478,1303235.672504725,0.0002720742531325104,69727551.0,0.0145569,10065635.0,0.002101385177453027,131328383.0,0.027417198956158663,18509978.0,0.003864296033402923,173890014.0,0.03630271691022965,52950708.0,0.011054427557411274,146,0.2,North Atlantic,Atlantic,-4002,-17.2662,32.0788,34.9058,2.0997,221.5695,NADW,Canary basin,4.79
